Cleaned_Text,Labels,PCA1,PCA2
yeah think team pretty consistent throughout match like hue said florida good team people consistent one set towards one team one set towards,4,10.303671,1.7623436
yes he many event ive done puerto rico helped support academy puerto rico he good friend,7,6.7414484,4.360233
couple time forced wood couple time good move wanted hit driver shes like cant,1,5.639805,3.5259686
yeah actually game game chicago went cleveland next two,4,8.297126,3.5703316
he good he swinging dont think he hit live yet he hit tee say feel good everything healthy,3,5.1057944,3.8062978
dont even know maybe bob hope thats course thin air well sea level dont know,7,7.2207694,2.3676891
time know right away dramatic win feel like top world lose feel like right,4,6.240451,2.9248421
basically summed everything amazing three year denver took one cant thank enough,5,9.3628645,3.2725844
pretty nice number middle kill eight block got three ace got service thats pretty nice night,2,6.3817883,1.4170693
probably first playoff he young guy didnt know expect he grown game,2,8.94679,1.4348184
well threebatter minimum little cloudy im waiting get clarification,8,6.1531053,3.5985532
wanted come knew back nine would hard play harder really wanted make good start got birdie,4,6.059028,0.71644753
thats yet determined dont know played much baseball going find much,2,8.325684,1.66704
idea mean said went umpire chair idea injured,3,8.129478,4.288379
cricket crazy nation yeah people expecting u win going also win actually,5,8.724516,3.3367038
trying get better weve fortunate get round last couple year thats kind stopping point u eye ahead trying assert amongst next group,6,9.102014,3.9015791
tough think different game especially playoff think weve done good job group taking game putting behind u need focusing next one,5,8.489936,2.7844143
really excited pittsburgh weve enjoyed time since monday really cool able take look city,7,6.793499,4.921207
yeah dont know came first year shooting think day important player period age specifically well best get,2,8.316011,1.0683119
dont know played okay good didnt lot chance always behind dont know think played much better first two set,2,8.016471,1.6641854
little bit yeah think there two different situation one two out one one one today trying get ball air drive run,4,5.098811,2.9842606
im blessed im blessed im grateful end day thats good im trying compete something bigger,5,8.53891,4.545046
think theyre excited think part excitement hear thing going adjusted different main part job following,5,6.6624475,0.10445764
think meeting pretty similar always end obvious thing right,1,6.8208337,3.7250452
yeah inning started well javeria played well partnership im trying best tried hit ball get maximum score,2,4.742276,3.6989207
sevi another guy really improved defense course year always catch first throw bat second guy swung bat well u especially lefthanded pitching,2,7.3348274,0.17400865
well hard tell mean keep playing well maybe never know,2,7.810677,3.3394594
sure oh yeah let give example bring thomas hardy pitch seventh inning,1,7.9595,5.055429
ive got friend parent driving tonight brother life dc far away,7,6.54411,4.6764827
absolutely absolutely little thing turned big thing turned giant thing,8,9.173417,2.986759
dont lose pretty simple stuff like ball hand control destiny tomorrow,5,4.7430167,3.1331916
dont really know know going head played good game break know didnt convert hard say happened really,4,8.167893,2.243666
took time yesterday kind get away little bit reconvened today met watched film went stuff practiced got work ready tomorrow,6,5.3254595,2.1695044
yeah kind felt like know crowd know good feeling know crowd supporting,7,8.055109,0.8316341
agree think great recognition teammate obviously dont get first team allamerican unless youve got pretty quality people around yeah agree,2,8.507538,1.8133136
big three people living one two people two room single big box im standing right,7,8.77554,1.8828133
think good job keeping mix he type guy yeah he around come skate hang guy,5,7.2132955,-0.11855604
karrie webb come tournament last week evian good form considering shes twice year,2,6.947154,1.709204
absolutely exceeded expectation get weather hospitality hillsborough county tampa people outback bowl people awesome,7,8.454007,1.9225404
talk cocktail chuckle lot conversation threebatters weve got lot manager still trying figure going work,1,6.524482,2.3274374
ask mean mean hanging home play tennis one day golf day maybe take care family,7,8.320453,3.7563934
think future bright organization know jeff planning good two three year planning team great long time,5,9.689875,2.3143537
thats live need get pregame routine right thats im mentally go,5,9.812757,1.0146477
sleeping also taking lot shower sweating walking street sweat taking shower eat spaghetti go bed,7,8.965412,2.6335304
think going easier year know player much know im familiar lot guy,5,8.733112,1.0541912
dont think wasnt happy game today dont know didnt anything better,2,8.065634,2.793917
read brad gilbert book know everything need read book know everything,7,6.473644,4.464685
congratulation marcus yordan thank coming yasmani grandal xander kirby thank another round applause allmlb team presented bu scott,7,9.5163765,3.051096
think going come tomorrow try apply pressure play best baseball apply pressure,6,7.1450553,0.64293176
yeah extent didnt know extent yeah trying take precaution yes,7,7.003991,0.34818378
im going get dont know ill end thats training staff doctor involved,3,7.4089465,3.6280124
yeah actually think first one edge unfortunately lost review second one think lost review,4,8.83843,2.967957
dont know going able help u anything sitting eighth thats way go,1,9.16738,0.84092534
fan love pitcher get three hitter row think thats greatest thing world like answer,2,9.419735,2.6404984
national championship everything amazing experience really came today feel like played four quarter thats something really struggled playoff,4,7.2701254,2.4956925
use week current ranking pre british open apply new divisor believe michelle would ranked seventh,4,7.2263336,0.74748904
think everybody need little bit confidence cant go day day cash,2,7.654031,3.192153
he extremely smart move ball around change speed plus thats easy thats easy face,2,6.2689877,1.828806
great group guy played well flying good offense treat able,2,7.4522233,0.33496928
think help player knowing got chance play couple day know environment know field think definitely help lot,5,8.865724,0.8773972
thats inside joke tommy spoken lot much anybody ive spoken tommy well get everybody,7,6.633952,3.6962583
dont think ever major contention dont think weve ever final group last day,4,8.209991,2.8573925
dont deserve take money deserve take money help job,8,8.109976,1.185727
jenna gray setter stanford volleyball question wanted apologize time made fun year say thank incredible time thank much,7,9.352059,3.241277
great great city sure see real life know since playing small place new york two week great,7,9.380733,2.1348512
first hit idea whether going go go pretty special feeling ive never hit walkoff home run special experience,2,5.039154,3.843897
thats true im always afraid im going get shot somebody think im brad need sign back say im bart dont shoot,7,8.394915,4.596284
first time weve ever achieved year history obviously excluding time sole manufacturer,5,8.731707,2.1327267
im looking forward work kid thats mindset im lucky team whats oldest guy anthony alford he got time think,5,8.771736,4.372569
yeah like mean goal get back win though satisfied getting definitely get back dont really accept anything less,5,7.9007497,3.3292658
one team care individual award something anyone need concerned thats ultimate goal thats set beginning year,5,9.8039255,1.1682935
griff thompson hudson patrick burkinshaw like three best friend team community amazing get hang every day,5,8.083186,1.4918836
thanks much ted would like ask question raise hand wait microphone encourage ask question availability portion,7,5.8291507,2.6519701
hope hope im aok underdog kind career ive fine doesnt bother bit,5,6.3583245,3.1798992
well line theyre together great chemistry sure line effective would assume barbashev back he probably physical player front,2,9.437188,2.0521004
text chain different thing like obviously see home chris wagner road u he able travel kevan much,5,7.5049443,4.5737195
yeah think especially early building something certainly going effective worked u series expect physical game side,1,9.460597,1.4821914
approach every game mindset want team get first loose ball make first physicality play make first hustle play type thing,4,6.1388645,0.2882422
batista listed bullpen card today strictly emergency situation would used,1,5.9081554,3.21669
came room saw today didnt know seeing lying bench,7,7.47024,2.494605
found alex bregman way part story forget answer first part question go ahead,7,9.69732,3.623474
im sure really happened happened fast official tremendous job game trust decision made official,4,8.769515,2.5731368
broke left right end came back coming back right left end ended going right middle,4,6.277108,3.6940901
point stop becoming transfer michigan three year ago shes tiffany clark wisconsin badger,7,4.9712644,1.5160643
fast fast cant say two mile slower something fast,4,6.5797057,2.9159496
th tee put rough made bogey next hole made birdie think key hole maybe,4,5.704991,2.9042811
thought fine dont know im playing win guess thats key performance,2,6.962114,3.1444633
dont think moral obligation british fan let see greatest player world exhibition guy came,8,7.8600106,0.4781489
yeah dont know theyre really slowing think he getting look he scoring rask playing well thats sure making save,2,7.4392967,2.6571202
trust player hear lot people like sit say trust player give opportunity,5,8.598766,0.4761659
yeah coach always emphasise bowling right place right spot right length line length,1,6.554351,3.2742991
thats tough call havent even looked schedule yet know play good baseball got stay healthy think better people think thats sure,5,8.487388,1.7080835
something organization sent group professional puerto rico work different area training area receptive information,7,6.826663,4.190033
im genuine guy really easy game especially player see people fake b dont think problem,5,7.8393807,1.6983646
today much better day yeah eight birdie felt great nice post try catch leader,2,6.948436,0.89163023
prefer leave secret id like working week month year going tell sorry,1,7.343623,3.009185
didnt win game nothing theyll really good theyve got wellbalanced lineup pitching good bullpen get knew coming,4,8.285882,2.4810576
pleased way played obviously error arent part equation start looking metric rangewise he solid he solid,2,7.3598623,0.9445202
happy back final four excited match thursday great year u wonderful playing best volleyball end,5,8.728729,3.7979407
think probably something would open started talking little bit right focus getting healthy working hard third base,3,5.8564363,1.77037
wasnt worried guy draw concerned match going prepare stay focused last two week pretty good job,2,7.2317395,1.1018435
seven eight hour id skip school friday go missed fair day school,7,7.918572,2.957505
well sure shes great player top know know win know question think play graf,2,8.879002,1.6572397
tactically break momentum getting bat ball slow game u well,1,4.651267,3.137192
yeah first time sometimes defaulted beginning tournament beginning close quarterfinal semifinal first time,7,8.870113,1.9872183
yeah actually good influx really good people help engineering side thing obviously youve got bigger crew pick far crew,7,8.300907,1.8131622
happy position thinking surprised happy,7,7.677485,3.8774037
interestingly enough never like day decision kind start working see feel wish could give im trying elusive,7,8.81386,4.3655176
yeah mean worked also lot physical know maybe one best also,2,9.288642,1.5323775
thats ball went soon try premeditate usually lose wicket saying see ball hit ball thats something today,2,4.692397,3.3556929
yeah course worry think team worry senior player arent performing obviously thing go back look obviously hurt,2,6.6421204,0.92441446
extremely important u offense successful need need part game going know january rd intend great time,1,9.5325985,0.7206515
im sure answer question direct easiest way answer probably win baseball game many im quite sure,1,9.736015,3.543536
well rain like much want stick schedule try hope best,7,6.7577357,0.5064534
put mind long time ago could sat den lot time gotten mad trey ridiculous drop sunday,7,8.599102,2.0069492
want go birdie first make comment started birdied,4,5.928908,0.6601528
doesnt look like one right hope there one tomorrow waiting last game side,6,6.277863,3.3155506
probably small piece last night couple piece since cut dont tell indiscernible,7,7.5682726,2.9525716
good got enjoy experience dont see happen often enjoy happen also prepare play great game,1,5.575568,1.8200786
forehand backhand already forehand two hand backhand two hand backhand difficult say like indicating dont know hit let go one hand,2,6.1782646,1.815089
well mean want thank laura thats quite compliment mean tough think thats big compliment,7,9.346098,2.0408652
little difficult get court didnt take lot time problem game problem play,2,7.6096683,1.7066729
came bad knee started getting worse bit painful push strength push didnt see point playing,3,5.0983067,1.6766378
anymore long right documentation bad didnt want put shes quite year old yet didnt fancy,7,5.534127,1.296438
stanford well theyre good good theyre good know weve got work cut u talented team well coached expect battle,6,9.757566,2.3128576
yeah look nothing decided yet tough talk investigation going,8,6.9929466,1.4034383
mean obviously experience he he going get surprised anything he every competitive situation league provide he able find success different team,2,7.5487204,4.3207
yet maybe couple year today good chance wasnt playing well good chance even win today trying play well,4,8.532351,2.824215
feel like id say mom always say u ask favorite child like dont favorite like certain one different time,7,6.2525578,2.8496
karting going race club race next weekend realized im testing couple day probably shouldnt risk yeah love karting vega year unfortunately called,7,6.0407796,4.5839076
yeah would like reach top would like best try keep improving keep changing thing get better best,2,6.8856974,0.45954445
think going take month rest let knee heal get ready tournament europe,3,7.1484847,1.0189291
ask speak loud hit ball train hear back chuckle,2,4.650374,3.6151867
hopefully there somewhere sort fixup job get somewhere near degree loft iron moment,1,5.429242,3.6593306
finished tied second played well tied last day finished second finished tied second,2,7.582339,1.7022811
want record anybody upstairs writer arent right talk little bit match quarterfinal u open,7,6.0798283,1.7023995
well im playing karrie look forward shes obviously one greatest player tour ever im going expect good thing tomorrow,6,8.704759,4.18032
different adjustment different adjustment make different pitch able focus pitch zone basic thing,1,7.770998,4.8221464
oh probably think maybe one hole reno nevada think par bob hope earlier year,4,6.107115,2.821844
good feeling especially last year overall glad team well consistent,5,10.269107,1.672234
six probably first ten hole least four five shot stuff happens youve got,4,5.748084,2.826854
maybe even little bit know who going potentially available dialogue conversation started shortly thereafter,5,5.4490824,2.2721853
good going young core player weve got going thats best sell think good one,7,9.073097,0.97671676
yeah didnt even know car engine issue thats bummer sure engine shop great job yeah thats bummer,4,9.609993,1.6760602
didnt fire whole lot look every day loved practice even player,2,8.246057,0.26909667
little bit much didnt change anything really small thing know easy change adjust,2,6.249074,1.953611
four year ago started using midsummer ive used putter ever since ive changed grip difficulty putting love long putter,1,6.929004,4.7392426
played match without madison duello shes kind important part really interesting going back like said watching match played three month ago,4,7.375217,1.5057167
dont think know good player thing nothing know way going play,2,8.73263,1.0341882
thats great question year since spring training roble really come long way long way spring training fun interesting far weve come since tremendous,2,8.129182,-0.17936918
well ask feel maybe little bit bad feel happy overwhelms,7,5.7308526,2.3229778
looking forward playing game every weve always dreamed playing game everything win football game,6,8.510564,3.7702653
see youre going thats motivation trying compete title golden state doesnt anything u,5,8.929387,3.0423172
thats part coaching staff evaluated situation nature tournament wanted bring middle always affect game bit,1,6.565511,3.1868548
think got kind saved ball striking wasnt putting wasnt saved second putt,4,8.125795,3.057446
yeah murshida young team potential play well match shes good form nowadays think shes going best player team,6,9.124142,1.1560414
dont know nats fan going like know theyre going loud know going exciting waited long time opportunity,6,8.872841,0.9839173
happy excited competing phase tournament looking forward match tomorrow thanks,6,8.645195,4.150173
yeah read every intention go rotation possibly could go game,1,6.807865,4.449147
thats really good question dont know exactly answer yet specifically type thing personally havent spent ton time,7,9.868513,3.1001241
know well conversation day exciting time pitching mapped little bit honestly going go whatever feel game,1,5.48926,2.2674897
mean back wall like never done still got hope still going grind end start finish,5,6.2958255,3.0282876
pick one weakness anbal hold runner knew tried different thing get focused getting hitter sometimes get little long,2,9.045902,2.2668939
yeah unfortunately didnt hit great shot feel like executed game plan didnt carry far enough take slope,4,5.602286,3.918457
dont know six chance come didnt come way,4,8.776633,0.3180315
could got bad call bud long time get bad call big point,8,5.3669534,1.3988042
mean world obviously theyre closest golf tournament commish added schedule covid happening canceling event amazing,7,6.8473825,3.158756
make feel good make want play harder play better also good feeling crowd enjoying match getting,7,6.138113,0.45197475
think another loss mean six grand slam row lucky want,4,9.248151,1.8117883
he good threw felt good well see transpires tonight say feel good yeah right hell definitely start game,2,6.338339,2.3732255
havent yet spoken max today waiting get hopefully he little bit better well see ill talk information sometime later today tomorrow,2,6.2038307,3.4830945
yeah think tonight really clean yeah id agree thought chance certainly second maybe pull set hard know,4,9.472822,1.6369264
think good season senior stepped last game played hard still think good season even though lost last two game,4,8.460875,2.931723
appreciate saying im saying trying brag trying sense overconfidence anything like,7,9.029488,4.0660686
dont know signed ball kid might number could ball dont know,7,4.8032255,3.271239
honestly today round little bit boring par going last two hole par good frustrating know gave couple birdie chance,4,6.060876,2.9075058
huge like said everybody talk big three anbal pitched unbelievable since came aisle year long give u chance win ball game every outing,2,9.049109,2.1732538
status still went film session bulk status goran,2,8.255839,4.3465476
think everything pushed pile already car pretty much prepared throughout next three week travel phoenix texas back martinsville everything already prepared,7,6.2429924,0.9359562
well didnt play best think lot due,2,7.120101,0.29997572
honest dont think many guy really think series entirety think guy try plan going trying accomplish goal winning today,5,7.1502934,-0.0815856
didnt conversation yeah really getting score today winning match,4,7.348585,2.0163672
much looking keep simple yeah present enjoying moment thats keeping simple,1,4.858212,3.0718465
said last week evian wanted top top last week totally failed week,2,6.7766848,1.7929847
im going press conference tomorrow noon ill address thing think want confine stras washington national right barry,7,7.7762856,3.982669
dont get caught go ask get prepared play big game worry winning,1,6.3583345,0.83702564
know first match played good today think played much better feel like match match getting better better,2,7.413266,1.2424121
dont think really ever idea threw bullpen yesterday obviously found little ago im kind point im preparing game,6,7.9326487,4.3900595
later career olympics anything stand pristine surface play,7,5.858089,1.270949
think passed made zero hitting error really nice job tough matchup last two set samedy got hand front,2,6.352172,1.4324192
yeah mean given condition think great score let alone tied lead time youre leading pga tour event shot great round golf,4,6.3256364,3.2419658
definitely reminded excitement cant believe definitely saw lebron ad definitely saw,7,7.6522827,3.2117898
mike leach yeah kind nextmanup deal lot like practice spring camp play next guy,1,7.9016185,0.11968131
time time yes depends player depends day far today think definitely went much time,4,8.830287,2.1335711
well shes going get better open look series last series thats positive number one,2,9.403841,1.1145313
definitely im thankful shot really good round today got back,4,5.833725,3.3414407
personally dont think dont think one point two point determine anything going sting much,6,4.936405,1.464931
think lot thing signing think lot never thought id big league biggest stage performing biggest stage,7,9.011328,2.6112947
wont able answer yeah still going sit shes precautionary risk like chloe said would probably expected play semifinal,1,8.996241,3.3965852
yes couple week dont confidence know like distance like club like much thinking shot,1,6.3313236,2.6591232
yeah mean there probably going lot oddman rush know tight series lot room,6,8.899197,1.2971321
tried back bowler field setting field bowler didnt really bowl field yeah respect didnt go way,4,8.766537,0.5138337
dont think one thing helped think andre probably giving credit deserve,2,8.127053,1.1120256
dont know maybe hope try play next year big tournament claycourt play good get point go ranking,2,6.4635773,0.6371958
make choice mexico come home going order day breakfast,7,9.044222,0.37299412
didnt hit good drive hit iron pin carried iron driver hesitant,4,5.345367,3.8354297
right yes think talked guy already gave thumb didnt,7,7.210851,0.28463992
know he coming game he fan hopefully cheer washington national hope enjoys game,7,7.871239,3.9237378
incredible feeling really dont many word right winning game one two lot confidence going game didnt go way,4,8.181901,2.3347015
knew going play two day row supposed start monday prepared,7,6.1807556,0.8838154
extremely delighted think funny back never even made trip medium room laughing first time,7,9.591425,0.78523076
said really believe better player think deserve day think ready much better year,2,7.801027,1.0893369
get free dinner actually might bill might hit window something,7,4.943927,3.7436337
oh see far away cant see close anymore cant read scorecard see eagle,7,6.490769,4.525899
would say close maximum would say close maximum maybe write paper work,4,6.443989,4.4146976
yeah everybody edge go ot one bad bounce could turning badly team good team fortunately u put one,4,10.2464285,2.1790004
yeah well talk starting lineup well submit minute prior term rotation obviously guy see play throughout game,5,8.153542,3.6018584
medium going look something blow something proportion thats something thats blown proportion,7,9.713981,0.9340672
yet saw son morning daycare know hard kind catch youre different schedule baby different schedule,7,7.1618123,2.849935
well there time happen sure respond pretty well adversity line tend get good result thats hoping tomorrow obviously,6,8.724888,2.218501
thank geoff joining u great round today know probably little disappointed last hole still good day youre excellent position sunday,2,6.423186,3.1589906
well wasnt aware lot run scored portion game know game obviously kind got away u inning,4,8.305988,3.017923
time maybe beatable two year back three year back think gotten player dont really feel way much hopefully,2,7.977108,1.7128297
dream pitching big league dream always imagined playing world series winning game u something big big year think im proud,7,9.040502,1.8730261
well nationwide tour five year college ive close time wasnt able make,7,6.839357,4.8329773
yeah guess havent really thought much im sure ill probably push back little bit,7,6.358389,3.4297469
yeah ive never scg ive seen tv ash younger quite nice able go play game like im really excited,6,7.005449,4.915021
didnt make much final mean second third one day start win maybe tomorrow,4,8.335401,3.4073465
think whole keeping team motivated keeping morale dont know lot guy feed keep everyone motivated knowing best give everyone confidence right,5,7.415009,-0.075778775
yeah exciting think first couple game obviously goal coming able get back minute maid weve accomplished obviously want win tonight,6,8.083653,3.312967
think little bit slower getting ball especially net made mistake shouldnt happened,1,5.155533,2.7225044
dont know compare one team think every team every defense style characteristic,1,10.169779,1.9664907
yeah ill family friend nice back city thats somewhat familiar awesome place ive loved playing last couple year yeah im really excited,7,7.0045757,5.026203
kind sitting nestled could see ball ive worse believe,4,4.6780295,3.2746294
huge deal switch game could change outcome key knew going going close quarter tough easiest thing,1,6.8941274,1.8107259
good time got chance enjoy city little bit couple day look around business hand,7,5.340854,2.4486456
taylor made rossa putter putted rossa earlier year im going back forth grabbed one barrel totally different anything ive putted,7,7.105419,4.6536455
think kept learning went biggest thing taking one day time whatever could help benefit team,5,9.075469,2.7177918
hell yeah yeah look show win every race like guy dont mindset dont know youre ill always preach,5,7.945393,3.3267148
dont know say dont know ton good year good last year,2,8.183009,2.0354872
byu match freshman year yeah saw little parallel game back forth like playing amazing defense good environment tough situation,4,8.943386,3.6822104
yeah think rained lot last night course playing quite long quite soft fairway quite wet played preferred lie tough get par,4,7.571251,1.8422079
didnt eat flushing meadow two week getting good new york deli sandwich eating turkey sandwich two straight week didnt eat,7,6.8994365,1.6629341
good afternoon name jon shevstakovsky vice president communication education national baseball hall fame museum cooperstown welcome hall fame mlb press conference,7,7.703512,3.9597871
yeah use lot motivation personally love honestly like people want motivate talk crap internet work pretty well smiling,5,6.5771694,2.7823062
actually hit ball hard really cant get nothing going last three day hit ball hard,4,4.7063136,3.6611774
execute last night lot better simplified getting puck net got traffic pretty good look probably scored one hit post whatever,4,6.8644023,1.2425497
pretty tough start know like actually st hole make bogey feel like happen like long par,4,6.171877,2.577521
bart youve consistent year far making cut youre th money list maybe havent finished well,2,7.890256,1.2440906
thought chance go fifth set especially breakpoint next game,4,9.757329,1.6169188
yeah obviously feel great something team yeah im really looking forward semi,5,8.798864,4.100072
little bit luck todd normally play arantxa arantxa decided play mixed todd deciding play play mixed,4,6.362383,0.14902206
talking sue finished talked cathy engelbert podcast able wnba champ huge gold star next,4,7.583235,0.4513262
ive got bunch family town ill probably home entertain family ive got town,7,6.9300246,5.056397
yeah think guy came program little unsure role would theyre humble quiet kid credit thats guy bringing younger defensemen along,5,7.2097154,-0.14433946
he competitor he trying tip hat guy like obviously terrible time going injury injury caliber obviously hinders little bit,3,5.919757,0.9442303
first time weve played condition different usually series series asia,4,9.318233,1.2490968
think shot winning knew going qualify came straight practiced little bit got free club whole bit,2,5.2058635,2.0485384
playing volleyball big club france first activity tennis start girlfriend playing tennis playing tennis,7,8.448058,3.7714643
well think would characterize tale two city think negotiating committee dialogue gotten little positive recent set meeting,7,5.672848,2.2938056
think difficult say think second tournament dont know many tournament played,2,7.1661716,1.6262919
feel lot better today getting good day leading lap feel good leading next week,5,7.4633384,1.2093077
yeah pitch probably play team matter consistency part well aspect game,6,7.976063,4.975756
dont know everyone little bit different honestly try get know one another try authentic explain try find player,5,6.92514,0.53748333
team great year end like great team wish could responded like,5,9.715448,2.528261
yeah general term look lineup fewer guy game plan know easier navigate game side,1,8.363705,3.5151365
dont think ill able describe going like know ive seen ive impressed excited get back home show town,5,7.0087333,4.952509
certainly know certainly young core two guy part theyre probably next wave player coming,2,9.009194,1.2858347
well far concerned importance tournament kind player beat today yes,4,8.338123,1.1889703
yeah lot different year experience knew crowd going like actually practiced crowd noise last practice home,1,8.049829,0.5722051
im glad told talked today say feel real good he going go he going pitch well see far take u,2,8.24415,4.7655263
counting cano he another guy bad year last year knowing knowing preparation doubt hell show spring training ready go,2,7.941359,-0.25738358
today hopefully get chance see next couple day wanted go last night obviously match,4,7.278649,3.0686555
think might think oldest guy nick price think maybe four five month age,7,6.964122,-0.05324528
like said dont dont want make one play big play dont want make one play,4,6.274651,0.2372732
didnt tried play point point see next point dont think beyond five set four set beat jim courier,4,4.9587092,1.4737074
dont necessarily think advantage know involved championship game already year cross white line,4,7.58537,3.3228781
chris higgs think debate one player performance whoever measured fairly amongst player,2,8.422038,0.40794063
exactly play part kind back back back nice place travel day take toll little bit im happy sydney,7,7.4080353,3.610308
enough worry front dont need worry everybody else,7,6.5219946,0.9229636
oh definitely mean definitely beat earlier year delray beach mean know gaby going remember mean definitely think great chance,2,7.863186,3.490491
pretty good going try adapt think pitcher good job mixing didnt stay one area didnt get way twice really,1,7.1908283,0.95578915
devastating something wish anybody room like dont wish standing answer question either,7,9.758529,3.4078672
think hell great he funloving guy he different dude think hell great culture,7,7.7947855,-0.1813499
havent reached ive player reach offseason specifically trade thing,7,9.988993,2.8406925
mean twostrike count battled mean feel like ive said time since weve postseason opponent taken pitch,4,8.114797,4.0757084
hit rough left hit front left bunker got green putted,4,5.6785197,4.0786686
